Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±,Reference,Age max (Ma),±,Age min (Ma),±,Reference,Preferred Age max (Ma),±,Preferred Age min (Ma),±,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±,87Rb/86Sr,±,(87Sr/86Sr)i,147Sm/144Nd,±,143Nd/144Nd,±,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb
DCE-450,Espinoza et al 2011,Agua Verde Granodiorites,0,Granodiorite,P,406351,7183515,67.97,0.53,14.92,0.79,1.99,2.78,2.7,0.07,4.08,1.85,4.34,2.25,0.2,0.58,99.59,66.12,123.5,11.79,43.61,7.86,1.16,6.82,1.02,6.33,1.37,3.75,0.53,3.35,0.43,36.92,0,0,0,0,0,44.74,12.16,19.13,241.81,188.36,102.55,0,0,32.85,331.23,184.8,74.08,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89,0,0,"XRF, ICP-AES, ICP-MS",245.9,1.7,0,245.9,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Circon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-17,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,48.91,0.53,16.42,3.6,2.18,5.78,5.42,0.1,9.87,13.64,1.42,0.25,0.09,2.79,99.8,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,44,381,138,0,0,112,196,-0.25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-230,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,51.06,2.32,15.32,3.33,7.84,11.17,10.84,0.18,5.41,7.74,3.69,0.8,0.27,1.98,99.94,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,170,-5,230,0,0,-2.5,220,190,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-234,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,49.8,2.49,15.98,2.88,7.68,10.56,10.27,0.17,6.11,9.14,2.97,0.66,0.19,1.6,99.67,-0.03,0,0,0,3.77,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,140,-5,210,0,0,-2.5,230,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-237,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,48.81,1.4,16.96,2.9,5.59,8.49,8.2,0.12,8.04,10.6,2.71,0.84,0.14,1.49,99.6,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,70,-5,200,0,0,-2.5,230,190,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-282,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,48.87,0.57,19.08,1.53,4.1,5.63,5.48,0.09,9.14,11.51,2,0.27,0.05,2.13,99.44,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,40,-5,120,0,0,-2.5,290,120,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-284,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,51.13,2.27,14.58,2.83,7.3,10.13,9.85,0.17,7.31,10.46,2.62,0.23,0.2,1.09,100.18,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,30,-5,300,0,0,-2.5,170,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-296,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,60.9,1.57,14,1.64,5.62,7.26,7.1,0.08,4.38,6.06,2.76,1.78,0.15,0.93,99.9,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,220,-5,180,0,0,-2.5,170,210,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-6,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,56.77,1.43,15.72,5.2,2.89,8.09,7.57,0.17,4.13,5.88,4.57,1.21,0.17,1.4,99.53,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,219,131,161,0,0,49,202,180,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-18,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,49.59,0.48,16.83,3.77,2.27,6.04,5.66,0.1,9.2,12.37,2.01,0.33,0.08,2.66,99.68,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,29,614,129,0,0,26,258,-0.25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382-R,Gana 1991,Talinay Plutonic Complex,0,Diorite,P,241866,6618541,47.85,1.22,17.02,5.52,3.41,8.93,8.38,0.18,8.57,11.47,2.55,0.37,0.11,1.46,99.73,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,41,302,199,0,0,47,148,-0.25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,5,0,144,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,K-Ar,Biotite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-214,Gana 1991,Talinay Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,56.6,1.35,15.04,2.3,5.74,8.04,7.81,0.11,5.22,7.78,2.97,1.19,0.11,1.44,99.88,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,190,180,210,0,0,29,170,-0.25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-20,Gana 1991,Tranquilla - Millahue Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,66.94,0.85,14.92,3,1.74,4.74,4.44,0.06,1.46,3.11,3.05,3.16,0.18,1.25,99.7,37.1,0,0,0,9.63,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,486,28,82,0,0,13,181,-0.25,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-22,Gana 1991,Tranquilla - Millahue Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,74.78,0.2,12.96,1.41,0.35,1.76,1.62,0.04,0.28,0.77,4.26,3.92,0.09,0.67,99.72,27.13,0,0,0,6.15,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,252,12,8,0,0,8,65,-0.25,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365-R,Gana 1991,Tranquilla - Millahue Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,76.66,0.12,12.01,1.24,0.05,1.29,1.17,0.03,0.07,0.45,3.83,4.83,0.04,0.52,99.85,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,8,9,0,0,6,30,-0.25,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379-R,Gana 1991,Tranquilla - Millahue Plutonic Complex,0,Granite,P,242797,6622045,77.05,0.07,12.6,0.55,0.26,0.81,0.75,0.03,0.05,0.62,3.71,4.53,0.06,0.44,99.97,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,135,5,5,0,0,4,27,-0.25,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,5,0,201,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,K-Ar,Biotite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380-R,Gana 1991,Tranquilla - Millahue Plutonic Complex,0,Granite,P,241040,6617443,70.67,0.67,13.64,2.41,1.55,3.96,3.72,0.06,0.96,2.22,3.29,3.54,0.13,0.6,99.74,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,342,16,62,0,0,9,117,-0.25,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,0,147,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,K-Ar,Biotite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-233,Gana 1991,Tranquilla - Millahue Plutonic Complex,0,Undefined plutonic rock,P,241901,6619343,71.65,0.45,13.92,1.61,1.09,2.7,2.54,0.03,0.73,2,3.76,3.65,0.1,0.72,99.7,-0.03,0,0,0,-0.05,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,340,-5,30,0,0,-2.5,120,-0.25,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,200,0,Gana 1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUC-05,Gonzalez et al 2018,Pastos Blancos Formation,0,Rhyolite,V,398992,6702250,79.94,0.14,10.93,0.26,0.51,0.77,0.74,0.03,0.06,0.22,5.4,0.52,0.02,0.46,98.48,28.7,51.4,6.32,22.5,4.01,0.53,3.26,0.53,3.25,0.66,1.89,0.31,2.11,0.32,19.5,3,3.5,7.2,0.69,10.6,-15,-0.5,-10,152,-10,202,0,0,-5,49,114,18,-2.5,3,0.4,3,2.52,1.9,0.2,0,0.7,12,3.4,-0.05,-1,18,1.4,0.3,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.710619,0,1.063127,0,0.707194,0.107777,0,0.512482,0,-2,0.51231,-1,18.39982,18.71945,15.5718,15.588,38.16835,38.60615,0,0
GUC-32,Gonzalez et al 2018,Pastos Blancos Formation,0,Andesite,V,398939,6701463,51.1,1.16,18.32,2.08,5.94,8.02,7.81,0.15,5.85,8.63,3.63,1.06,0.25,2.58,100.7,16.4,36.8,5.11,22.1,4.9,1.58,4.16,0.67,3.67,0.7,2.03,0.29,1.88,0.26,19.8,24,2.9,4.2,0.32,3.68,80,30,80,409,150,8,0,0,50,642,129,41,5,1,0.7,2,0.96,2.6,-0.05,0,14,20,2.3,-0.05,-1,11,1.6,0.4,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.705657,0,0.184734,0,0.705062,0.134085,0,0.512623,0,-1,0.512394,1,18.42863,18.62753,15.59505,15.60513,38.20856,38.45682,0,0
GUC-33,Gonzalez et al 2018,Pastos Blancos Formation,0,Dacite,V,387342,6720757,75.18,0.14,12.56,0.63,1.58,2.21,2.15,0.07,0.2,0.8,4.36,3.23,0.03,1.14,99.9,30.4,66.3,8.53,36.3,7.4,1.48,6.7,1.1,6.77,1.41,4.24,0.68,4.65,0.65,40,8,7.1,10.9,0.88,12.8,80,-0.5,-10,680,-10,171,0,0,-5,85,284,113,-2.5,3,0.2,5,2.72,2.6,-0.05,0,2,20,2.1,-0.05,-1,6,2.9,0.73,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.716861,0,3.849755,0,0.704459,0.123278,0,0.512462,0,-1,0.512392,1,18.23721,19.28576,15.56998,15.62312,37.92812,39.53487,0,0
GUC-34,Gonzalez et al 2018,Colorado Syenogranite,0,Andesite (dike),P,387488,6720764,50.67,1.17,17.74,2.43,6.95,9.38,9.14,0.17,3.88,4.81,4.21,3.07,0.36,4.09,99.55,16.7,37.6,5.3,23,5.2,1.63,4.48,0.67,3.93,0.74,2.15,0.32,2.09,0.33,21.5,18,3.4,9.8,0.66,3.25,70,23,-10,1104,-10,29,0,0,20,672,137,117,-2.5,4,0.3,1,0.88,2.8,-0.05,0,8.9,20,3.1,-0.05,-1,-2.5,1.4,0.86,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,0,0,0,0,0,0,0,0.706581,0,0.503679,0,0.704959,0.136732,0,0.512772,0,-3,0.512284,-1,17.88163,18.68355,15.51604,15.55669,37.51536,38.47975,0,0
GUC-37A,Gonzalez et al 2018,Colorado Syenogranite,0,Monzonite (dike),P,387873,6720695,74.98,0.35,12.84,0.55,1.37,1.92,1.87,0.04,0.62,1.1,3.67,3.3,0.07,1.98,100.9,19.3,40.3,4.99,18.7,4.17,0.73,3.75,0.69,4.24,0.86,2.59,0.4,2.73,0.39,25.8,6,5.6,8.8,0.79,15.1,40,3,-10,1966,-10,28,0,0,-5,127,228,126,-2.5,2,0.2,4,3.4,5.1,-0.05,0,3.4,15,2,-0.05,-1,-2.5,1.7,0.81,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,0,0,0,0,0,0,0,0.715666,0,2.872696,0,0.706412,0.134854,0,0.512533,0,-3,0.512318,-1,16.11025,19.7098,15.45148,15.63392,34.83942,40.04498,0,0
GUC-37C,Gonzalez et al 2018,Colorado Syenogranite,0,Diorite (dike),P,387873,6720695,70.43,0.46,13.55,0.96,1.91,2.87,2.77,0.06,0.48,1.3,4.57,3.72,0.1,2.39,99.94,36.8,74.3,8.93,34.6,7.76,1.69,7.58,1.35,7.54,1.42,3.94,0.55,3.62,0.51,48.9,8,7.7,11,2.94,11.5,60,3,-10,574,-10,121,0,0,-5,125,351,111,-2.5,2,0.3,4,2.58,3.1,-0.05,0,2.7,17,1.9,-0.05,-1,7,2.8,0.84,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,0,0,0,0,0,0,0,0.711957,0,2.570268,0,0.703677,0.13563,0,0.51256,0,-3,0.512277,-1,18.21742,19.06618,15.56772,15.61074,37.98851,39.22043,0,0
GUC-38B,Gonzalez et al 2018,Pastos Blancos Formation,0,Volcanic breccia,V,391068,6716828,62.96,1.23,13.93,1.71,4.9,6.61,6.44,0.1,2.74,3.23,5.75,0.06,0.42,3.03,100.1,11.1,25.6,3.69,17.4,4.73,1.47,4.51,0.72,4.16,0.83,2.26,0.34,2.16,0.31,22.6,19,4.2,7,0.52,4.25,70,14,20,25,20,50,0,0,-5,155,187,1,5,2,0.7,2,0.89,3.2,-0.05,0,0.5,16,3.4,-0.05,-1,-2.5,1.9,0.22,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.705615,0,0.018662,0,0.705555,0.164393,0,0.512554,0,-2,0.512322,-1,18.03918,18.85579,15.55583,15.59722,37.67426,38.94405,0,0
GUC-41,Gonzalez et al 2018,Pastos Blancos Formation,0,Rhyolitic tuff,V,396283,6721101,71.28,0.79,13.59,1.34,2.68,4.02,3.89,0.04,0.16,1.41,4.25,4.24,0.32,0.58,100.7,33.3,72.9,9.6,40,8.55,1.64,7.54,1.23,6.94,1.38,3.92,0.58,3.96,0.58,36.7,12,8,13.5,0.95,9.19,80,2,-10,1093,-10,41,0,0,-5,126,337,150,11,3,0.8,3,2.7,6.1,-0.05,0,3.6,20,1.9,-0.05,-1,27,2.6,1,"ICP, ICP-MS",227,0,0,226.5,0,0,281,6,260,6,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.712184,0,3.445845,0,0.701084,0.129265,0,0.512586,0,-4,0.512247,-2,18.49414,18.7225,15.59303,15.60461,38.35495,38.60805,0,0
GUC-45,Gonzalez et al 2018,Pastos Blancos Formation,0,Rhyolitic tuff,V,390763,6723287,72.36,0.36,14.15,0.82,1.63,2.45,2.37,0.05,0.54,0.62,4.09,3.49,0.05,1.53,99.69,37.3,66.1,8.58,31.8,6.14,1.4,5.95,0.94,4.87,0.91,2.86,0.44,2.85,0.4,28.3,5,3.8,4.1,0.54,10.2,80,4,-10,934,-10,61,0,0,-5,148,167,108,-2.5,3,-0.1,2,2.19,3.4,0.2,0,3.6,16,2.4,-0.05,-1,10,-0.25,0.42,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.712055,0,2.112183,0,0.705251,0.116765,0,0.512565,0,-3,0.512309,0,18.30506,18.80548,15.54413,15.5695,37.92848,38.68743,0,0
GUC-46,Gonzalez et al 2018,Pastos Blancos Formation,0,Rhyolitic tuff,V,394944,6721032,67.73,0.69,14.72,1.2,2.41,3.61,3.49,0.07,0.68,2.32,4.96,3.25,0.19,2.73,101,34.7,69.7,9,34.3,7.04,1.63,6.02,0.98,5.46,1.07,3.28,0.48,3.02,0.45,29,9,6.1,5.4,0.56,8.51,80,4,-10,763,-10,18,0,0,-5,185,278,98,-2.5,3,-0.1,2,1.92,2.2,0.2,0,6.4,17,1.6,-0.05,-1,11,-0.25,0.47,"ICP, ICP-MS",227,0,0,226.5,0,0,281,6,260,6,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.709997,0,1.53298,0,0.705058,0.12412,0,0.512468,0,-3,0.512284,-1,18.31965,18.71835,15.56131,15.58152,38.07327,38.6487,0,0
GUC-47,Gonzalez et al 2018,Pastos Blancos Formation,0,Dacite,V,394690,6721101,79.57,0.15,10.81,0.34,0.86,1.2,1.17,0.01,0.04,0.22,3.38,3.86,0.01,0.77,100,26.5,49.9,6.37,23.5,4.7,0.62,3.74,0.76,4.35,0.96,2.65,0.43,2.98,0.45,24.7,3,3.7,4.9,0.67,9.9,-15,-0.5,-10,3289,-10,25,0,0,10,115,135,116,-2.5,2,-0.1,4,2,1.5,0.2,0,1.6,10,2.1,-0.05,-1,12,-0.25,0.56,"ICP, ICP-MS",227,0,0,226.5,0,0,235,5,210,0,Martin et al 1999,232,1.3,216,2,Maksaev et al 2014; Ortiz and Merino 2015,"K-Ar, U-Pb","Biotite, Zircon",0.716998,0,2.921054,0,0.707588,0.120947,0,0.512497,0,-3,0.512318,-1,18.30549,18.68647,15.57823,15.59754,38.07111,38.68518,0,0
SO-643,Gardeweg et al 1994,Cerros de Puquios Strata,0,Rhyolitic porphyry,P,545951,7308492,75.01,0.1,13.45,0.32,0.63,0.95,0.92,0.01,0.3,1.18,3.57,4.52,0.2,0,100.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,66,0,205,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,256.1,256.1,2.6,Solari et al. 2017,0,0,0,0,0,0,0,0,0,0,U-Pb,Circon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO-477,Gardeweg et al 1994,Agua Escondida Formation,0,Tuff,V,546193,7294952,71.81,0.42,12.68,1.1,2.21,3.31,3.2,0.05,0.68,1.4,3.59,3.76,0.13,0,99.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,1210,0,0,0,0,11,120,0,98,0,0,0,0,-,0,0,0,-,0,0,0,0,10,0,0,0,290,7,0,290,0,0,0,0,0,0,0,0,0,0,0,0,K-Ar,Biotita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO-302,Gardeweg et al 1994,Imilac Intrusive Complex,0,Granodiorite,P,518707,7328652,61.93,0.73,16.13,1.62,4.64,6.26,6.1,0.1,2.92,5.6,3.15,2.72,0.17,0,99.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,21,510,0,0,0,0,92,280,0,130,0,0,0,0,-,0,0,0,-,0,0,0,0,9,0,0,0,279,7,0,279,0,0,0,0,0,0,0,0,0,0,0,0,K-Ar,Biotita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO-475,Gardeweg et al 1994,Imilac Intrusive Complex,0,Granite,P,541923,7294518,69.31,0.45,14.53,1.16,2.31,3.47,3.35,0.08,1.11,2.77,3.28,4.06,0.14,0,99.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,4,600,0,0,0,0,19,220,0,206,0,0,0,0,-,0,0,0,-,0,0,0,0,15,0,0,0,0,0,293.7,293.7,1.7,Solari et al. 2017,0,0,0,0,0,0,0,0,0,0,U-Pb,Circon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO-77,Gardeweg et al 1994,Varilla Norte Intrusive Complex,0,Granodiorite,P,516394,7341201,68.51,0.4,15.32,0.85,2.11,2.96,2.88,0.05,1.34,3.08,4.45,2.66,0.16,0,99.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,700,0,0,0,0,10,350,0,76,0,0,0,0,-,0,0,0,-,0,0,0,0,10,0,0,0,227,6,0,227,0,0,0,0,0,0,0,0,0,0,0,0,K-Ar,Biotita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO-78,Gardeweg et al 1994,Varilla Norte Intrusive Complex,0,Granodiorite,P,516073,7342720,67.6,0.45,15.11,1.07,2.66,3.73,3.62,0.05,1.54,3.5,3.72,2.87,0.12,0,99.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,15,790,0,0,0,0,10,340,0,64,0,0,0,0,-,0,0,0,-,0,0,0,0,7,0,0,0,225,7,0,225,0,0,0,0,0,0,0,0,0,0,0,0,K-Ar,Biotita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1-5,Henríquez et al 2014,Tuina Hypabyssal Intrusives,0,0,P,561719,7503256,77.53,0.14,10.99,0.87,1.73,2.6,2.51,0.05,0.13,0.35,3.63,3.29,0.05,0.32,99.07,20.1,35.5,4.17,13.8,2.6,0.5,2.1,0.4,2.3,0.5,1.5,0.23,1.6,0.27,14,3,2.6,5,0.5,5.8,0,2,-10,845,20,26,0,0,10,51,88,96,10,1,-0.25,-0.5,1.2,-0.5,-0.2,0,2.7,9,1,-0.1,-1,0,0,0.4,0,250.1,1.1,0,250.1,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Circon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1-20,Henríquez et al 2014,Tuina Hypabyssal Intrusives,0,0,0,551903,7493278,70.36,0.33,12.99,1.42,2.85,4.27,4.13,0.04,0.6,0.69,3.69,4.97,0.14,0.32,98.39,15.4,28.7,3.25,11.5,2.2,0.52,2,0.3,2,0.4,1.3,0.2,1.4,0.23,12,5,3.6,5,0.5,8.6,30,5,-10,749,0,70,0,0,20,147,141,164,17,1,0.8,2,2.4,-0.5,-0.2,0,2,13,1,-0.1,-1,12,0,0.9,0,242.5,1.5,0,242.5,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Circon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15,Henríquez et al 2014,Tuina Formation,0,Tuff,V,559600,7512055,69.65,0.59,12.14,1.77,3.53,5.3,5.12,0.06,0.71,1.38,5,2.97,0.18,0.92,98.91,15.9,39.2,4.92,19.9,4.5,1.04,4.3,0.8,4.6,0.9,2.8,0.42,3,0.45,25,12,4.4,6,0.4,9.6,60,7,-10,440,0,77,0,0,30,26,169,70,15,1,0.5,2,2.6,-0.5,-0.2,0,0.6,14,1,-0.1,-1,7,0.9,0.3,0,253.3,2.7,0,253.3,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Circon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
